time,x,y,z,side
1757573038647,0.580639,-1.13605,-0.0858859,RIGHT
1757573038745,0.763252,2.38051,0.0441117,LEFT
1757573038745,0.485911,-1.13276,-0.037776,RIGHT
1757573038844,-0.563559,1.31166,-0.0925734,LEFT
1757573038844,2.38282,-0.833781,-0.000784397,LEFT
1757573038844,-1.16826,-0.147902,0.130168,RIGHT
1757573038844,0.340243,-1.16287,-0.0377159,RIGHT
1757573038942,-0.192967,1.98514,-0.0724882,LEFT
1757573038942,0.205676,-1.15962,-0.0390195,RIGHT
1757573039069,-1.40722,-0.360163,0.0692755,LEFT
1757573039069,0.0737465,-1.1969,-0.0358222,RIGHT
1757573039143,-0.450325,1.95478,-0.0521443,LEFT
1757573039143,-0.067278,-1.28534,-0.0558277,RIGHT
1757573039276,-0.562585,1.90164,-0.0585461,LEFT
1757573039276,-0.170921,-1.20518,-0.0607538,RIGHT
1757573039345,-0.506515,2.36478,0.0317246,LEFT
1757573039345,-0.17714,1.25822,-0.0401019,LEFT
1757573039345,-0.654046,1.87702,-0.0685815,RIGHT
1757573039345,0.789355,-0.828336,-0.0326647,RIGHT
1757573039458,-0.328858,1.89825,0.015724,LEFT
1757573039458,0.610345,2.2425,-0.162952,LEFT
1757573039458,-0.758472,1.87898,-0.0730396,RIGHT
1757573039458,-0.298453,1.24786,-0.0734188,RIGHT
1757573039543,-0.853953,1.82281,0.00197022,LEFT
1757573039543,-0.384983,1.18463,-0.0625552,LEFT
1757573039543,-1.43579,-0.351745,0.0960303,RIGHT
1757573039543,0.519712,-0.871332,0.0027846,RIGHT
1757573039657,-0.948315,1.81674,0.0721813,LEFT
1757573039657,-0.486714,1.15927,-0.0651221,RIGHT
1757573039745,-0.573944,1.18548,-0.0218373,LEFT
1757573039745,0.26619,-1.00414,-0.00224999,RIGHT
1757573039848,-0.66108,2.42239,0.043702,LEFT
1757573039848,0.114828,-0.999998,-0.0120165,LEFT
1757573039848,-0.739489,1.81575,-0.0331359,RIGHT
1757573039848,1.04881,-1.29288,-0.0616065,RIGHT
1757573039975,-0.6836,2.42616,0.0479721,LEFT
1757573039975,-0.80723,1.8004,-0.0424545,RIGHT
1757573040049,-0.729176,2.39199,0.0616553,LEFT
1757573040049,-0.134819,-1.03288,-0.0226377,LEFT
1757573040049,-0.874787,1.76756,0.00814498,RIGHT
1757573040049,1.1019,-2.38125,0.00457568,RIGHT
1757573040149,-0.784814,2.36681,0.055546,LEFT
1757573040149,-0.241511,-1.13055,-0.0581147,RIGHT
1757573040346,3.00974,-1.19715,-0.113588,LEFT
1757573040346,0.350337,-1.55135,-0.0469559,RIGHT
1757573040757,2.54175,-1.71051,0.0512558,LEFT
1757573040757,-0.0982896,-1.75615,-0.0682258,RIGHT
1757573040854,-1.46235,-0.353065,0.0965175,LEFT
1757573040854,0.597483,-2.1767,0.116083,RIGHT
1757573041158,0.280843,-2.2761,0.0363295,LEFT
1757573041158,-0.403639,-2.32569,-0.111919,RIGHT
1757573041770,-1.44712,-0.354259,0.095911,LEFT
1757573041770,-0.168362,-2.41515,0.0299765,RIGHT
1757573042362,-1.18519,2.03725,0.0433416,LEFT
1757573042362,-1.18773,-0.148282,0.130801,RIGHT
1757573046996,1.81324,2.15194,-0.0518352,LEFT
1757573046996,3.09372,0.774078,-0.00309402,RIGHT
1757573047101,1.8616,2.18075,-0.0602512,LEFT
1757573047101,3.11862,0.716552,-0.00474998,RIGHT
1757573047218,1.83134,2.07546,-0.054181,LEFT
1757573047218,3.14066,1.10237,-0.118633,RIGHT
1757573047296,1.788,1.9839,-0.0469197,LEFT
1757573047296,3.14653,0.977339,-0.116225,RIGHT
1757573047701,-0.20816,2.48998,-0.110749,LEFT
1757573047701,3.09083,0.752176,-0.107966,LEFT
1757573047701,1.21365,2.05951,0.0155172,RIGHT
1757573047701,3.29913,0.486084,0.0628873,RIGHT
1757573047819,1.70225,1.83425,-0.0703388,LEFT
1757573047819,3.31374,0.495578,0.121327,RIGHT
1757573048211,2.99968,1.25133,0.119036,LEFT
1757573048211,2.96168,0.584013,-0.106808,RIGHT
1757573048412,-0.238215,2.42621,-0.0403362,LEFT
1757573048412,2.9457,0.499037,-0.106059,RIGHT
1757573048511,-0.210423,2.42893,0.0244336,LEFT
1757573048511,2.68462,0.0321386,-0.0477623,RIGHT
1757573048613,2.23436,2.39993,-0.000290513,LEFT
1757573048613,2.45313,2.15927,-0.000406727,RIGHT
1757573048748,2.25213,2.11892,-0.058569,LEFT
1757573048748,2.92503,1.05119,0.112675,LEFT
1757573048748,1.55199,1.67445,0.119275,RIGHT
1757573048748,2.86085,0.392019,-0.102273,RIGHT
1757573048847,2.18345,2.38159,-0.000660256,LEFT
1757573048847,2.45072,2.0892,-0.000130728,LEFT
1757573048847,2.91301,1.0253,0.112001,LEFT
1757573048847,1.62321,1.53711,-0.04382,RIGHT
1757573048847,2.22835,2.07404,-0.05615,RIGHT
1757573048847,2.84151,0.366331,-0.102278,RIGHT
1757573048918,2.17179,2.37442,-0.00101681,LEFT
1757573048918,2.43846,2.0326,-0.00113302,LEFT
1757573048918,2.21537,2.04934,-0.052443,RIGHT
1757573048918,2.9016,0.963372,0.111639,RIGHT
1757573049018,-0.30335,2.37136,-0.129937,LEFT
1757573049018,2.15799,2.35764,-0.00125507,LEFT
1757573049018,2.43782,2.03039,1.45286e-05,LEFT
1757573049018,0.35958,2.30698,-0.201974,RIGHT
1757573049018,1.61068,1.52698,-0.0342775,RIGHT
1757573049018,2.1987,2.01845,-0.0514075,RIGHT
1757573049148,-0.31049,2.36192,-0.125868,LEFT
1757573049148,2.16211,2.31488,-0.00112867,LEFT
1757573049148,2.43967,1.99547,0.000418335,LEFT
1757573049148,1.58781,1.49214,-0.0391541,RIGHT
1757573049148,2.20808,2.00015,-0.000435784,RIGHT
1757573049148,3.01017,-0.100322,0.0549185,RIGHT
1757573049220,-0.316979,2.35691,-0.112681,LEFT
1757573049220,2.75345,0.219874,-0.141983,LEFT
1757573049220,0.26547,2.27553,-0.201208,RIGHT
1757573049220,2.95548,-0.134064,0.0525832,RIGHT
1757573049321,-0.325845,2.3616,-0.112178,LEFT
1757573049321,2.57847,-0.268028,-0.039505,RIGHT
1757573049423,2.89811,-0.218465,0.0496908,LEFT
1757573049423,2.54073,-0.260896,-0.0424417,RIGHT
1757573049624,-0.358718,2.33882,-0.113926,LEFT
1757573049624,1.60986,1.34627,-0.0511031,LEFT
1757573049624,0.285243,2.2294,-0.198807,RIGHT
1757573049624,2.83365,-0.3188,0.0480891,RIGHT
1757573049751,-0.368282,2.32952,-0.114895,LEFT
1757573049751,2.77459,-0.381698,-0.00267276,LEFT
1757573049751,0.284222,2.23821,-0.199679,RIGHT
1757573049751,2.383,-0.423182,-0.0851034,RIGHT
1757573049828,-0.378161,2.30476,-0.115069,LEFT
1757573049828,2.06393,1.65601,-0.0425384,LEFT
1757573049828,0.270178,2.17788,-0.197864,RIGHT
1757573049828,3.25041,-0.394937,-0.170959,RIGHT
1757573049931,0.257084,2.13775,-0.189868,LEFT
1757573049931,2.69645,-0.504162,-0.000348628,RIGHT
1757573050137,0.302106,2.01476,-0.168804,LEFT
1757573050137,2.60151,0.349994,0.0541016,LEFT
1757573050137,1.25846,0.78937,-0.168083,RIGHT
1757573050137,2.59869,-0.649846,0.000871561,RIGHT
1757573050251,2.55124,-0.721886,-0.00348622,LEFT
1757573050251,2.34117,-1.97863,-0.214465,RIGHT
1757573050337,2.39226,-0.394627,-0.159401,LEFT
1757573050337,3.01193,-0.814451,-0.169328,RIGHT
1757573050438,2.40722,-0.843682,0.00130733,LEFT
1757573050438,2.97423,-0.905245,-0.110573,RIGHT
1757573050540,0.209152,1.82787,-0.171111,LEFT
1757573050540,2.34444,-0.914022,-0.00499666,LEFT
1757573050540,1.29414,0.912016,-0.037875,RIGHT
1757573050540,2.91514,-0.986865,-0.168551,RIGHT
1757573050643,-0.0350275,1.81545,0.133939,LEFT
1757573050643,2.39071,-1.34163,0.0433303,RIGHT
1757573050776,-0.0776067,1.79917,0.133002,LEFT
1757573050776,1.9145,-2.29283,-0.207319,RIGHT
1757573050843,1.80826,1.7048,0.0433556,LEFT
1757573050843,1.85472,-2.37212,-0.210414,RIGHT
1757573050951,-0.518652,2.04835,-0.0394072,LEFT
1757573050951,0.0902377,1.84291,-0.20142,RIGHT
1757573051053,-0.141086,1.67916,0.120799,LEFT
1757573051053,1.97749,-0.912946,-0.142458,LEFT
1757573051053,1.76753,0.974214,-0.0703445,RIGHT
1757573051053,2.65391,-1.46602,-0.155908,RIGHT
1757573051153,0.508713,2.21063,-0.164878,LEFT
1757573051153,2.59485,-1.53162,-0.163276,LEFT
1757573051153,0.100034,1.62621,-0.167645,RIGHT
1757573051153,2.00517,-1.65724,0.0781331,RIGHT
1757573051249,-0.506862,1.8887,-0.0213515,LEFT
1757573051249,2.5376,-1.61449,-0.163669,RIGHT
1757573051353,-0.50966,1.89007,-0.0224759,LEFT
1757573051353,-0.218213,1.61186,0.0884195,RIGHT
1757573051454,-0.596214,1.88996,-0.0370241,LEFT
1757573051454,2.42133,-1.70798,-0.101152,RIGHT
1757573051550,-0.632885,1.90326,-0.0632379,LEFT
1757573051550,1.64183,-1.10392,-0.16283,LEFT
1757573051550,0.923904,0.587281,0.0220845,RIGHT
1757573051550,2.3865,-1.82124,-0.107547,RIGHT
1757573051657,-0.685639,1.89411,-0.0500662,LEFT
1757573051657,1.52407,0.77524,-0.0349223,RIGHT
1757573051761,-0.717987,1.89341,-0.0532908,LEFT
1757573051761,2.3027,-1.765,-0.103725,LEFT
1757573051761,0.860293,0.460503,0.00280805,RIGHT
1757573051761,0.9421,-1.99526,-0.1885,RIGHT
1757573051857,-0.701995,1.86905,-0.052121,LEFT
1757573051857,-1.18646,-0.143017,0.106929,RIGHT
1757573051962,-0.700558,1.95776,-0.0415144,LEFT
1757573051962,0.890794,0.54251,0.0305972,LEFT
1757573051962,-1.18586,-0.130178,0.121329,RIGHT
1757573051962,1.70036,-1.80484,0.0253379,RIGHT
1757573052164,-0.624863,1.98174,-0.0397861,LEFT
1757573052164,2.2771,-1.76899,-0.103789,LEFT
1757573052164,0.858842,0.508963,0.000207238,RIGHT
1757573052164,0.912188,-2.00897,-0.199064,RIGHT
1757573052280,-0.69345,1.88118,-0.0221122,LEFT
1757573052280,0.811379,0.503859,0.000393376,RIGHT
1757573052369,-0.686041,1.95821,-0.041489,LEFT
1757573052369,0.850619,0.505816,0.00199902,RIGHT
1757573052467,-0.71321,1.89484,-0.0540198,LEFT
1757573052467,0.812568,0.512829,0.000631578,RIGHT
1757573052569,-0.700549,1.86757,-0.0518693,LEFT
1757573052569,0.807741,0.507729,-0.0024294,LEFT
1757573052569,-0.140531,1.70222,-0.243655,RIGHT
1757573052569,1.53316,-1.09895,-0.135742,RIGHT
1757573052668,-0.71021,1.90755,-0.0789227,LEFT
1757573052668,0.809779,0.506678,-0.00227197,RIGHT
1757573052769,-0.709762,1.95471,-0.0416753,LEFT
1757573052769,1.53696,-1.09413,-0.13496,LEFT
1757573052769,0.8483,0.508713,-0.00117605,RIGHT
1757573052769,0.903257,-1.95937,-0.190012,RIGHT
1757573052881,-0.695898,1.95276,-0.0427158,LEFT
1757573052881,2.26214,-1.7819,-0.103821,LEFT
1757573052881,0.900826,0.545799,0.0320086,RIGHT
1757573052881,1.71553,-1.81745,-0.0497888,RIGHT
1757573052973,-0.695147,1.87466,-0.052001,LEFT
1757573052973,1.32771,-1.39625,-0.0420316,LEFT
1757573052973,0.813091,0.512914,0.00314383,RIGHT
1757573052973,1.71117,-1.82804,-0.0115917,RIGHT
1757573053071,-0.700037,1.89502,-0.0508028,LEFT
1757573053071,1.54192,-1.08058,-0.135116,LEFT
1757573053071,0.804757,0.512348,-0.00161761,RIGHT
1757573053071,0.906991,-1.9566,-0.188699,RIGHT
1757573053172,-0.700865,1.88114,-0.0512891,LEFT
1757573053172,2.25766,-1.77842,-0.152901,RIGHT
1757573053267,-0.697766,1.91197,-0.051549,LEFT
1757573053267,1.52252,-1.08616,-0.150666,LEFT
1757573053267,0.812291,0.512933,-0.00194269,RIGHT
1757573053267,0.903211,-1.95473,-0.188664,RIGHT
1757573053378,-0.698691,1.87208,-0.051948,LEFT
1757573053378,1.54649,-1.09879,-0.136055,LEFT
1757573053378,2.26002,-1.77804,-0.103815,LEFT
1757573053378,0.81859,0.5098,0.00404043,RIGHT
1757573053378,0.901405,-1.95934,-0.18763,RIGHT
1757573053378,1.74957,-1.85125,-0.0481493,RIGHT
1757573053475,-0.696517,1.91042,-0.0648731,LEFT
1757573053475,2.24952,-1.81551,-0.145291,LEFT
1757573053475,0.809863,0.50797,-0.00420738,RIGHT
1757573053475,0.908708,-1.96994,-0.189739,RIGHT
1757573053575,-0.698207,1.86675,-0.0517923,LEFT
1757573053575,0.853199,0.506849,-0.001704,RIGHT
1757573053702,-0.696024,1.8696,-0.0531579,LEFT
1757573053702,0.858901,0.510459,-0.00352057,RIGHT
1757573053784,-0.695324,1.8637,-0.0532199,LEFT
1757573053784,0.898113,0.546681,0.0198823,RIGHT
1757573053880,-0.696892,1.87022,-0.0689194,LEFT
1757573053880,1.5611,0.801796,-0.0454205,LEFT
1757573053880,0.857615,0.512859,-0.00240103,RIGHT
1757573053880,0.985165,-1.97951,-0.188283,RIGHT
1757573053976,-0.699368,1.9052,-0.0476772,LEFT
1757573053976,0.8551,0.489749,-0.00330764,RIGHT
1757573054084,-0.698362,1.91101,-0.0520113,LEFT
1757573054084,0.857623,0.515025,-0.000222147,RIGHT
1757573054194,-0.696272,1.87005,-0.0533443,LEFT
1757573054194,1.54765,-1.12261,-0.13715,LEFT
1757573054194,1.61493,-1.41733,-0.0382914,LEFT
1757573054194,0.815386,0.509756,-0.00210879,RIGHT
1757573054194,0.992343,-2.00953,-0.198824,RIGHT
1757573054194,2.27155,-1.78582,-0.104398,RIGHT
1757573054284,-0.697591,1.86944,-0.0502672,LEFT
1757573054284,1.67008,-1.45935,-0.0373466,LEFT
1757573054284,0.875832,0.545336,0.0226292,RIGHT
1757573054284,0.936713,-2.00234,-0.188243,RIGHT
1757573054378,-0.711699,1.94421,-0.0436758,LEFT
1757573054378,0.857375,0.512905,-0.000463754,RIGHT
1757573054485,-0.695933,1.87171,-0.0531303,LEFT
1757573054485,1.53776,-1.09793,-0.134177,LEFT
1757573054485,0.875455,0.544667,0.0264969,RIGHT
1757573054485,2.30876,-1.8002,-0.108135,RIGHT
1757573054586,-0.69666,1.86874,-0.0696543,LEFT
1757573054586,1.53779,-1.09722,-0.152193,LEFT
1757573054586,0.858051,0.506482,-0.00609501,RIGHT
1757573054586,0.910128,-1.96495,-0.189609,RIGHT
1757573054688,-0.710971,1.90871,-0.0493564,LEFT
1757573054688,2.28027,-1.78452,-0.103794,LEFT
1757573054688,0.854488,0.508778,-0.000423305,RIGHT
1757573054688,1.74057,-1.84326,-0.0490211,RIGHT
1757573054788,-0.697534,1.86675,-0.0533143,LEFT
1757573054788,0.822793,0.512253,0.00244049,RIGHT
1757573054888,-0.710845,1.89925,-0.0488622,LEFT
1757573054888,0.858085,0.511003,-0.00223677,RIGHT
1757573054988,-0.697478,1.86825,-0.0531547,LEFT
1757573054988,1.73892,-1.84071,-0.0485851,LEFT
1757573054988,0.809401,0.504704,-0.00186006,RIGHT
1757573054988,0.933565,-1.94769,-0.18832,RIGHT
1757573055093,-0.696381,1.86969,-0.0534748,LEFT
1757573055093,2.25866,-1.81966,-0.148553,LEFT
1757573055093,0.862277,0.51474,-0.00434602,RIGHT
1757573055093,0.957228,-1.96748,-0.190185,RIGHT
1757573055192,-0.697659,1.87444,-0.0532794,LEFT
1757573055192,1.54331,-1.10358,-0.135898,RIGHT
1757573055288,-0.699614,1.8963,-0.0520269,LEFT
1757573055288,1.6442,-1.45029,-0.0462118,LEFT
1757573055288,0.806931,0.506398,-0.00195698,RIGHT
1757573055288,0.954233,-1.97108,-0.194803,RIGHT
1757573055395,-0.700015,1.87215,-0.0503437,LEFT
1757573055395,0.811265,0.504492,-0.00328177,RIGHT
1757573055501,-0.698054,1.84021,-0.039424,LEFT
1757573055501,1.65501,-1.45751,-0.0391986,LEFT
1757573055501,1.51749,-1.09839,-0.151412,RIGHT
1757573055501,2.25433,-1.8245,-0.103164,RIGHT
1757573055590,-0.705297,1.89818,-0.0502741,LEFT
1757573055590,1.32993,-1.38159,-0.216543,LEFT
1757573055590,0.858924,0.509498,-0.00272845,RIGHT
1757573055590,1.74711,-1.84945,-0.0481931,RIGHT
1757573055699,-0.695981,1.88494,-0.0510582,LEFT
1757573055699,0.80755,0.507958,-0.00261748,RIGHT
1757573055795,-0.698097,1.87202,-0.069285,LEFT
1757573055795,1.65567,-1.46309,-0.0383467,LEFT
1757573055795,-1.19375,-0.147108,0.129091,RIGHT
1757573055795,0.918266,-1.97815,-0.19093,RIGHT
1757573055895,-0.700651,1.91029,-0.0465887,LEFT
1757573055895,0.802184,0.462863,-0.00156914,RIGHT
1757573056092,-0.700199,1.92436,-0.0467825,LEFT
1757573056092,0.853492,0.50997,-0.00208177,RIGHT
1757573056221,-0.710281,1.9355,-0.0446509,LEFT
1757573056221,1.53561,-1.09468,-0.16001,LEFT
1757573056221,0.804838,0.502357,-0.00732043,RIGHT
1757573056221,0.906821,-1.97037,-0.192405,RIGHT
1757573056351,-0.69818,1.9077,-0.0643007,LEFT
1757573056351,2.2764,-1.78945,-0.103792,LEFT
1757573056351,0.819073,0.512495,-0.00439551,RIGHT
1757573056351,0.941041,-1.95493,-0.187237,RIGHT
1757573056407,-0.69856,1.87906,-0.072898,LEFT
1757573056407,0.808634,0.50958,-0.00259141,RIGHT
1757573056496,-0.697702,1.86989,-0.0531097,LEFT
1757573056496,1.53748,-1.1137,-0.139635,RIGHT
1757573056601,-0.700251,1.89278,-0.0494408,LEFT
1757573056601,0.808087,0.505697,0.00228862,RIGHT
1757573056697,-0.705165,1.90803,-0.047554,LEFT
1757573056697,1.54673,-1.12403,-0.137445,LEFT
1757573056697,0.858051,0.510811,-0.00380481,RIGHT
1757573056697,1.69888,-1.80356,-0.00954355,RIGHT
1757573056803,-0.698813,1.90838,-0.0489712,LEFT
1757573056803,1.55193,-1.12164,-0.134316,LEFT
1757573056803,0.858947,0.5115,-0.00470207,RIGHT
1757573056803,2.27628,-1.76929,-0.103774,RIGHT
1757573056903,-0.696993,1.90948,-0.0476251,LEFT
1757573056903,0.807423,0.513743,-0.00231635,RIGHT
1757573057007,-0.697632,1.90667,-0.0485619,LEFT
1757573057007,0.806933,0.51038,-0.000436313,RIGHT
1757573057105,-0.695993,1.90857,-0.0488179,LEFT
1757573057105,1.65082,-1.45031,-0.0370249,LEFT
1757573057105,0.878137,0.546627,0.0264835,RIGHT
1757573057105,2.26416,-1.84302,-0.102539,RIGHT
1757573057207,-0.698762,1.90738,-0.0475887,LEFT
1757573057207,0.85784,0.51135,-0.00488755,RIGHT
1757573057307,-0.699743,1.9238,-0.0455052,LEFT
1757573057307,1.762,-1.8728,-0.0517746,LEFT
1757573057307,0.809382,0.467964,-0.000192806,RIGHT
1757573057307,0.940214,-1.95776,-0.187935,RIGHT
1757573057509,-0.703111,1.88816,-0.053362,LEFT
1757573057509,0.848175,0.50602,-0.00184418,RIGHT
1757573057609,-0.6973,1.9071,-0.0470649,LEFT
1757573057609,0.899427,-1.95432,-0.190134,RIGHT
1757573057705,-0.700125,1.90888,-0.0474735,LEFT
1757573057705,1.53342,-1.08822,-0.153129,LEFT
1757573057705,-0.366631,1.60416,0.106086,RIGHT
1757573057705,0.93908,-1.95565,-0.190168,RIGHT
1757573057812,-0.698001,1.91253,-0.0474673,LEFT
1757573057812,1.54505,-1.10784,-0.139635,LEFT
1757573057812,0.855749,0.50737,-0.00462793,RIGHT
1757573057812,2.30153,-1.82521,-0.10817,RIGHT
1757573057909,-0.69813,1.90797,-0.04757,LEFT
1757573057909,2.25625,-1.82825,-0.0994367,RIGHT
1757573058013,-0.700737,1.91232,-0.0465502,LEFT
1757573058013,0.809699,0.510972,-0.000860982,RIGHT
1757573058114,-0.698476,1.86495,-0.052943,LEFT
1757573058114,1.54993,-1.1054,-0.152765,LEFT
1757573058114,0.874271,0.536401,0.0242455,RIGHT
1757573058114,0.952107,-1.99559,-0.194801,RIGHT
1757573058215,-0.69799,1.91058,-0.0485932,LEFT
1757573058215,0.813779,0.507962,0.00159935,RIGHT
1757573058318,-0.698672,1.9103,-0.0462517,LEFT
1757573058318,0.854863,0.507911,-0.00198467,RIGHT
1757573058417,-0.697915,1.87212,-0.0517894,LEFT
1757573058417,0.81295,0.510117,-0.00281498,RIGHT
1757573058516,-0.69918,1.87139,-0.0538388,LEFT
1757573058516,1.45937,0.747069,-0.0455136,LEFT
1757573058516,0.806753,0.510977,-0.000691354,RIGHT
1757573058516,0.905776,-1.95877,-0.190156,RIGHT
1757573058618,-0.698668,1.89034,-0.0520585,LEFT
1757573058618,0.845975,0.505648,-0.00161737,RIGHT
1757573058721,-0.695867,1.86749,-0.0530878,LEFT
1757573058721,0.812737,0.508545,-0.00143729,RIGHT
1757573058820,-0.701098,1.92492,-0.0465224,LEFT
1757573058820,0.846605,0.503159,0.00269549,RIGHT
1757573058921,-0.698195,1.92661,-0.0455567,LEFT
1757573058921,1.54984,-1.09713,-0.136194,LEFT
1757573058921,0.850423,0.490099,-0.000102699,RIGHT
1757573058921,2.25137,-1.81049,-0.148056,RIGHT
1757573059029,-0.710607,1.95301,-0.0416565,LEFT
1757573059029,0.854236,0.507994,-0.00477611,RIGHT
1757573059141,-0.70929,1.95858,-0.0420571,LEFT
1757573059141,1.74565,-1.82931,-0.015688,LEFT
1757573059141,0.81053,0.465298,0.00228783,RIGHT
1757573059141,0.957968,-1.96959,-0.189913,RIGHT
1757573059225,-0.70122,1.90852,-0.0466628,LEFT
1757573059225,0.808864,0.506478,-0.00197055,LEFT
1757573059225,-0.385083,1.60544,0.123239,RIGHT
1757573059225,2.25549,-1.81868,-0.148049,RIGHT
1757573059325,-0.696096,1.95731,-0.0424424,LEFT
1757573059325,1.53849,-1.09694,-0.137758,LEFT
1757573059325,0.952905,-1.96899,-0.192754,RIGHT
1757573059325,2.24517,-1.81404,-0.104407,RIGHT
1757573059427,-0.71173,1.93311,-0.0450773,LEFT
1757573059427,1.49848,0.767031,-0.0454195,LEFT
1757573059427,0.858648,0.510619,-0.00467648,RIGHT
1757573059427,2.29871,-1.79271,-0.0994396,RIGHT
1757573059528,-0.700906,1.87415,-0.0537126,LEFT
1757573059528,1.72956,-1.80754,-0.014555,RIGHT
1757573059623,-0.696676,1.86961,-0.0531927,LEFT
1757573059623,1.54181,-1.09299,-0.152748,LEFT
1757573059623,-0.365749,1.60628,0.121935,RIGHT
1757573059623,0.903252,-1.96881,-0.189235,RIGHT
1757573059722,-0.696597,1.87077,-0.0700236,LEFT
1757573059722,0.900103,0.541751,0.032608,RIGHT
1757573059826,-0.698282,1.91795,-0.0475984,LEFT
1757573059826,1.53301,-1.12273,-0.135881,LEFT
1757573059826,0.812892,0.508783,-0.00142647,RIGHT
1757573059826,2.25421,-1.83482,-0.102598,RIGHT
1757573059930,-0.697229,1.88596,-0.0695121,LEFT
1757573059930,2.28994,-1.84055,-0.1026,LEFT
1757573059930,0.899315,0.543044,0.0302299,RIGHT
1757573059930,0.907094,-1.95985,-0.189247,RIGHT
1757573060030,-0.694946,1.86756,-0.0528252,LEFT
1757573060030,1.71936,-1.80455,-0.0121146,LEFT
1757573060030,0.81197,0.51536,-0.00352317,RIGHT
1757573060030,2.27304,-1.81892,-0.103803,RIGHT
1757573060143,-0.710126,1.9077,-0.0475415,LEFT
1757573060143,1.64335,-1.45414,-0.0371035,LEFT
1757573060143,0.858145,0.510063,0.000741877,RIGHT
1757573060143,0.93252,-1.96524,-0.188686,RIGHT
1757573060229,-0.711638,1.93337,-0.0447301,LEFT
1757573060229,1.48533,0.763941,-0.0457405,LEFT
1757573060229,0.851696,0.507071,-0.00452325,RIGHT
1757573060229,1.54345,-1.0793,-0.137445,RIGHT
1757573060335,-0.710725,1.90747,-0.0476979,LEFT
1757573060335,0.855359,0.508139,-0.000447385,RIGHT
1757573060433,-0.69621,1.86919,-0.0530217,LEFT
1757573060433,1.54237,-1.08546,-0.134316,LEFT
1757573060433,0.817359,0.511628,-0.00103534,RIGHT
1757573060433,0.92025,-1.99929,-0.188569,RIGHT
1757573060534,-0.696536,1.89695,-0.0552851,LEFT
1757573060534,2.31453,-1.7963,-0.108167,LEFT
1757573060534,0.853041,0.510363,-0.00407568,RIGHT
1757573060534,0.917527,-1.96528,-0.190713,RIGHT
1757573060635,-0.697509,1.87093,-0.053446,LEFT
1757573060635,1.68004,-1.77345,0.0245912,LEFT
1757573060635,0.90091,0.544506,0.0214013,RIGHT
1757573060635,2.23587,-1.83186,-0.146245,RIGHT
1757573060736,-0.71115,1.93194,-0.0448599,LEFT
1757573060736,0.807249,0.501286,-0.00103413,RIGHT
1757573060846,-0.699878,1.88009,-0.0517856,LEFT
1757573060846,1.53596,-1.08876,-0.137445,RIGHT
1757573060938,-0.700347,1.87014,-0.0518926,LEFT
1757573060938,0.903891,-1.95721,-0.19015,RIGHT
1757573061039,-0.710786,1.91357,-0.0472194,LEFT
1757573061039,0.805864,0.506719,-0.00402801,RIGHT
1757573061139,-0.698961,1.90504,-0.0473455,LEFT
1757573061139,1.54133,-1.08859,-0.137445,LEFT
1757573061139,0.954472,-1.96662,-0.193388,RIGHT
1757573061139,2.25941,-1.85506,-0.101717,RIGHT
1757573061239,-0.707941,1.90901,-0.0736503,LEFT
1757573061239,0.8783,0.546193,0.0271465,RIGHT
1757573061341,-0.695709,1.90173,-0.0487611,LEFT
1757573061341,1.54998,-1.09999,-0.134316,LEFT
1757573061341,0.808639,0.508855,-0.00068976,RIGHT
1757573061341,0.907339,-1.96614,-0.189096,RIGHT
1757573061441,-0.697984,1.87046,-0.0516054,LEFT
1757573061441,0.899273,0.546209,0.0295764,RIGHT
1757573061543,-0.711523,1.90421,-0.0477079,LEFT
1757573061543,0.858801,0.513113,-0.00276586,RIGHT
1757573061645,-0.723654,1.93227,-0.0440323,LEFT
1757573061645,1.50986,0.784535,-0.0521063,LEFT
1757573061645,0.806271,0.461187,-0.00329345,RIGHT
1757573061645,2.27407,-1.82034,-0.103824,RIGHT
1757573061745,-0.700545,1.88447,-0.0530473,LEFT
1757573061745,0.812234,0.505096,-0.00199774,LEFT
1757573061745,-0.364374,1.59786,0.0958374,RIGHT
1757573061745,0.954544,-1.98064,-0.198922,RIGHT
1757573061839,-0.711748,1.90414,-0.0478549,LEFT
1757573061839,1.65319,-1.46362,-0.0477843,LEFT
1757573061839,0.805168,0.504475,-0.0004448,RIGHT
1757573061839,2.26911,-1.83263,-0.102554,RIGHT
1757573061946,-0.70051,1.88271,-0.0733119,LEFT
1757573061946,0.845916,0.509319,-0.00193848,RIGHT
1757573062047,-0.699955,1.95607,-0.0428547,LEFT
1757573062047,2.24698,-1.81974,-0.101709,RIGHT
1757573062145,-0.697343,1.87004,-0.0516246,LEFT
1757573062145,0.805826,0.506673,-0.00201949,RIGHT
1757573062260,-0.699407,1.90766,-0.0486761,LEFT
1757573062260,-0.371001,1.60756,0.110749,RIGHT
1757573062350,-0.696711,1.86972,-0.0531521,LEFT
1757573062350,0.899644,0.521099,0.0318851,RIGHT
1757573062461,-0.698895,1.90838,-0.0477514,LEFT
1757573062461,1.5496,-1.10625,-0.136506,RIGHT
1757573062552,-0.698584,1.87977,-0.0532036,LEFT
1757573062552,0.85796,0.511804,-0.0048602,RIGHT
1757573062670,-0.698067,1.92286,-0.0460604,LEFT
1757573062670,0.848684,0.507642,0.002213,RIGHT
1757573062754,-0.697507,1.86577,-0.0520438,LEFT
